LATITUDE,LONGITUDE,BOROUGH,Permit Type,Job Type,Filing Date,Issuance Date,Permit Status,Job #,Owner's Business Name,Permittee's Business Name,Block,Lot,Delay
40.751169,-73.819723,QUEENS,AL,A1,2022-12-01,2022-12-28,ISSUED,410232270,"HINDU CENTER,  INC",KDL CONSTRUCTION & DEVELO,5147.0,39.0,27.0
40.636353,-73.987162,BROOKLYN,FO,A1,2023-03-02,2023-03-10,ISSUED,340796963,KHAL OHR DUVID LASK,CDF CUSTOM BUILDERS INC,5611.0,43.0,8.0
40.647948,-73.965711,BROOKLYN,EW,A2,2022-12-01,2022-12-23,ISSUED,340842137,N-A,CENTURION SOLAR ENERGY,5095.0,28.0,22.0
40.636353,-73.987162,BROOKLYN,FO,A1,2023-03-02,2023-03-10,ISSUED,340796963,KHAL OHR DUVID LASK,CDF CUSTOM BUILDERS INC,5611.0,43.0,8.0
40.629961,-74.025431,BROOKLYN,FO,NB,2022-12-01,2023-03-31,ISSUED,321981851,GRACE HOLDINGS BK LLC,NYC SPECIAL CONTRACTORS,5950.0,44.0,120.0
40.878679,-73.837299,BRONX,PL,A2,2023-02-24,2023-04-05,ISSUED,220629700,,BYPASS MECHANICAL CORP,4881.0,115.0,40.0
40.684868,-73.910025,BROOKLYN,FO,A1,2022-10-03,2022-12-01,ISSUED,321386415,1388 BUSHWICK  LLC,ATLAS BUILDERS LLC,3438.0,33.0,59.0
40.692368,-73.96135,BROOKLYN,NB,NB,2022-11-10,2022-12-01,ISSUED,321195684,ST. MARY'S EPISCOPAL CHURCH,MC GOWAN BUILDERS INC,1909.0,53.0,21.0
40.653831,-73.901511,BROOKLYN,EW,A2,2022-11-22,2022-12-01,ISSUED,322085266,NYC DEPARTMENT OF DESIGN & CONST,LO SARDO GENERAL CONTRACT,8138.0,1.0,9.0
40.665909,-73.851216,QUEENS,EW,A2,2022-11-23,2022-12-01,ISSUED,421101435,NYCSCA,ROCON CORP,11445.0,1.0,8.0
40.690308,-73.76194,QUEENS,DM,DM,2022-11-29,2022-12-01,ISSUED,421786491,,GEREBUZZA CONSTRUCTION IN,12600.0,34.0,2.0
40.642658,-74.000238,BROOKLYN,AL,A1,2022-11-30,2022-12-01,ISSUED,340782889,,ROYAL HOME IMPROVEMENTS I,760.0,26.0,1.0
40.788758,-73.970503,MANHATTAN,EW,A2,2022-11-30,2022-12-03,ISSUED,123913541,TURIN HOUSE DEVELOPMENT FUND,CENTRAL CONSTRUCTION MANA,1203.0,1.0,3.0
40.811787,-73.943266,MANHATTAN,AL,A1,2022-11-16,2022-12-06,ISSUED,121188543,"LEOCAMOLI, INC",EUROREMONT INC,1915.0,38.0,20.0
40.743904,-73.833027,QUEENS,DM,DM,2022-11-28,2022-12-20,ISSUED,421803999,,HY DESIGN & DEVELOPMENT L,6367.0,50.0,22.0
40.875161,-73.910426,MANHATTAN,EQ,NB,2023-03-08,2023-04-07,ISSUED,103402881,"MARBLE HILL PARTNERS, LLC",MORNINGSIDE CONSTRUCTION,2215.0,538.0,30.0
40.858699,-73.892513,BRONX,AL,A1,2022-12-02,2023-03-09,ISSUED,220669774,FORREST EQUITIES LLC,TOWER MANAGEMENT GROUP LL,3032.0,54.0,97.0
40.850906,-73.91451,BRONX,EW,A2,2022-12-02,2022-12-07,ISSUED,240335311,THIS IS NOT A BUSINESS,"AMERICAN SOLAR PARTNERS,",2868.0,277.0,5.0
40.698127,-73.92871,BROOKLYN,AL,A1,2022-12-02,2022-12-29,ISSUED,320199076,JOSE RODRIGUEZ,BUSKO REALTY CORP,3217.0,6.0,27.0
40.716841,-73.999737,MANHATTAN,EW,A2,2022-12-02,2023-01-24,ISSUED,122568532,87 BAXTER ST. REALTY LLC,FULL CIRCLE PLUMBING CORP,199.0,5.0,53.0
40.690343,-73.955286,BROOKLYN,AL,A1,2022-11-14,2022-12-02,ISSUED,321589768,LC,R & S CONTRACTING NY INC,1778.0,2.0,18.0
40.694846,-73.9603,BROOKLYN,AL,A1,2022-11-14,2022-12-02,ISSUED,340769591,"127 TAAFFE LLC,",HEARTFELT TOWNHOUSE BUILD,1897.0,5.0,18.0
40.758339,-73.942766,QUEENS,FO,NB,2022-12-02,2022-12-08,ISSUED,421654025,ANIMAL RESCUE OF QUEENS INC,HF CONTRACTING CORP,475.0,40.0,6.0
40.755831,-73.930348,QUEENS,NB,NB,2022-11-29,2022-12-02,ISSUED,421797611,"36-45 31ST STREET REALTY, LLC",PRINCE CONTRACTING INC,600.0,8.0,3.0
40.71759,-73.803505,QUEENS,FO,A1,2022-11-30,2022-12-02,ISSUED,440659752,MADN HOMES LLC,FASA CONTRACTING INC,7043.0,42.0,2.0
40.813976,-73.858345,BRONX,AL,A1,2022-12-01,2022-12-02,ISSUED,240283368,LJ PROPERTY GROUP LLC,DFE CONTRACTOR LLC,3499.0,16.0,1.0
40.87532,-73.847544,BRONX,EW,A2,2022-12-01,2022-12-02,ISSUED,220717044,ALTHIA'S CARE LLC,GRAND DEVELOPMENT LLC,4738.0,57.0,1.0
40.718096,-74.001331,MANHATTAN,AL,A3,2010-10-13,2011-01-05,ISSUED,120376690,218 HOLDING INC.,A.M.A. HOLDINGS INC,196.0,24.0,84.0
40.718096,-74.001331,MANHATTAN,SG,SG,2011-03-08,2011-03-25,ISSUED,120378590,218 HOLDING INC.,METROPOLITAN SIGN&RIG COR,196.0,24.0,17.0
40.718096,-74.001331,MANHATTAN,EQ,NB,2018-03-23,2018-03-26,ISSUED,122058030,88 CITY DEVELOPMENT LLC,MSL CONSTRUCTION LLC,196.0,24.0,3.0
40.881954,-73.847861,BRONX,NB,NB,2019-01-17,2019-02-15,ISSUED,220597628,ADAR 1165 LLC,PIONEER GENERAL CONSTRUCT,4902.0,10.0,29.0
40.881954,-73.847861,BRONX,NB,NB,2019-08-27,2019-11-12,ISSUED,220597628,ADAR 1165 LLC,MK CUSTOM BUILDERS CORP,4902.0,10.0,77.0
40.738151,-74.007448,MANHATTAN,AL,A1,2021-01-13,2021-01-14,ISSUED,122660851,85 JANE REALTY LLC,D REIS CONTRACTING CORP,642.0,70.0,1.0
40.740432,-74.006243,MANHATTAN,AL,A1,2023-06-20,2023-06-22,ISSUED,121204589,405 WEST 13TH STREET PARTNERS LL,TITANIUM CONSTRUCTION SER,646.0,49.0,2.0
40.62077,-74.160138,STATEN ISLAND,EW,A2,2023-06-20,2023-07-13,ISSUED,540252288,,HYTECH SOLAR INC,1656.0,43.0,23.0
40.813248,-73.916986,BRONX,EW,A2,2023-06-20,2023-07-10,ISSUED,240347674,,NYS ESSENTIAL POWER INC,2290.0,135.0,20.0
40.797588,-73.969654,MANHATTAN,AL,A1,2023-06-20,2023-07-14,ISSUED,120090356,KLOSED PROPERTIES,STEEL TONE CONSTRUCTION,1872.0,54.0,24.0
40.828644,-73.863698,BRONX,EW,A2,2023-06-20,2023-07-10,ISSUED,240348049,,NYS ESSENTIAL POWER INC,3756.0,20.0,20.0
40.67371,-73.81888,QUEENS,PL,A2,2022-12-05,2022-12-15,ISSUED,421919874,,ROCK E SMALL PLBG&HTG INC,11727.0,21.0,10.0
40.788849,-73.786162,QUEENS,EW,A2,2022-08-26,2022-09-09,ISSUED,421333346,BAGEL CLUB INC,EAST RIVER CONTRACTING CO,5843.0,140.0,14.0
40.725363,-73.818396,QUEENS,NB,NB,2022-12-05,2023-01-09,ISSUED,421247145,CONG. YESHIVA TIFERET TORAH,B.J. CONSTRUCTION OF NY,6682.0,11.0,35.0
40.677636,-73.76594,QUEENS,NB,NB,2022-12-05,2023-03-09,ISSUED,401824978,,RECORD GROUP INC,12545.0,381.0,94.0
40.700542,-73.747095,QUEENS,AL,A1,2022-12-05,2022-12-12,ISSUED,402598934,,GENET PLUMBING AND HEATIN,11026.0,336.0,7.0
40.552305,-74.181191,STATEN ISLAND,AL,A1,2022-12-05,2022-12-07,ISSUED,500511467,,M&R IMPROVEMENTS CORP,5668.0,96.0,2.0
40.719218,-74.003806,MANHATTAN,AL,A1,2022-12-05,2022-12-16,ISSUED,100494617,,RAF CONSTRUCT & DEVEL COR,194.0,13.0,11.0
40.69561,-73.744835,QUEENS,EW,A2,2022-09-30,2022-12-05,ISSUED,440747783,,PRO CUSTOM SOLAR LLC,12637.0,73.0,66.0
40.680215,-73.990226,BROOKLYN,EW,A2,2022-11-23,2022-12-05,ISSUED,321418417,UNION BRG LLC,K.W.MCINTOSH CONSTRUCTION,430.0,50.0,12.0
40.699001,-73.802723,QUEENS,PL,NB,2022-11-29,2022-12-05,ISSUED,420607926,COMMERICAL RENTAL MANAGEMENT INC,HIGHLAND PLUMBING LLC,10107.0,68.0,6.0
40.677109,-73.817655,QUEENS,EW,A2,2022-11-30,2022-12-05,ISSUED,440758397,,SEA BRIGHT SOLAR LLC,11665.0,63.0,5.0
40.718923,-73.780027,QUEENS,PL,A2,2022-12-01,2022-12-05,ISSUED,401709479,,ARANDA PLBG & HTG CORP,9959.0,87.0,4.0
40.597427,-73.746344,QUEENS,NB,NB,2022-12-01,2022-12-05,ISSUED,402539687,,YAFE MEOD CORP,15619.0,2.0,4.0
40.571072,-74.13668,STATEN ISLAND,EW,A2,2022-12-02,2022-12-05,ISSUED,540215863,,SOLAR STRING INC,4410.0,10.0,3.0
40.571229,-74.136716,STATEN ISLAND,EW,A2,2022-12-02,2022-12-05,ISSUED,540215854,,SOLAR STRING INC,4410.0,17.0,3.0
40.603379,-73.74585,QUEENS,DM,DM,2022-11-28,2022-12-06,ISSUED,421808789,KEHILAS BEIS YISROEL,STONE WORK BUILDERS LLC,15572.0,24.0,8.0
40.667075,-73.948648,BROOKLYN,EW,A2,2022-12-01,2022-12-08,ISSUED,340872586,,BROOKLYN SOLARWORKS LLC,1283.0,51.0,7.0
40.83483,-73.921831,BRONX,NB,NB,2022-11-23,2022-12-19,ISSUED,210179705,1159 RIVER AVENUE HDFC,JOY CONSTRUCTION CORP,2496.0,73.0,26.0
40.718096,-74.001331,MANHATTAN,NB,NB,2020-12-08,2020-12-15,ISSUED,122058030,88 CITY DEVELOPMENT LLC,MSL CONSTRUCTION LLC,196.0,24.0,7.0
40.706731,-73.952978,BROOKLYN,EW,A2,2022-08-29,2022-09-01,ISSUED,321736699,BLEAM REALTY LLC,CAPITAL CONCRETE NY INC,2464.0,18.0,3.0
40.753897,-73.980571,MANHATTAN,EW,A2,2022-12-06,2022-12-20,ISSUED,123728190,THE CHAI FOUNDATION,RAY BUILDERS INC,1277.0,7501.0,14.0
40.805324,-73.945117,MANHATTAN,EQ,A3,2022-12-06,2022-12-13,ISSUED,140378614,ELH MANAGEMENT,PLATINUM SERVICES NY LLC,1721.0,14.0,7.0
40.614035,-73.963128,BROOKLYN,NB,NB,2022-12-06,2022-12-13,ISSUED,340802073,1775 CONEY ISLAND LLC,JACOBS DEVELOPMENT CORPOR,6749.0,78.0,7.0
40.704764,-73.905483,QUEENS,AL,A1,2022-12-06,2022-12-21,ISSUED,421632745,,LITHOS CONSTR SOLUTI INC,3469.0,32.0,15.0
40.740437,-73.708486,QUEENS,DM,DM,2022-12-06,2022-12-16,ISSUED,421807619,SELF,MONTI UNITED CONSTRUCTION,8755.0,18.0,10.0
40.871212,-73.878623,BRONX,DM,DM,2022-12-06,2022-12-09,ISSUED,220735373,HOUSING PRESERVATION & DEVELOPME,"GRANITE ENVIRONMENT, LLC",3331.0,30.0,3.0
40.810831,-73.940947,MANHATTAN,PL,A2,2022-12-06,2022-12-14,ISSUED,123822435,,ADDISON PLBG AND HTG CORP,1729.0,7501.0,8.0
40.618527,-73.978431,BROOKLYN,AL,A1,2022-12-06,2022-12-27,ISSUED,340785252,,CONSTRUCTION CLASSIC CORP,5508.0,27.0,21.0
40.722424,-73.993225,MANHATTAN,FO,A1,2022-12-06,2022-12-15,ISSUED,121205114,NEW MUSEUM OF CONTEMPORARY ART,SCIAME CONSTRUCTION LLC,426.0,12.0,9.0
40.755172,-73.820838,QUEENS,NB,NB,2016-06-30,2016-07-25,ISSUED,402473603,CHERRY GARDEN LLC,KINGS STAR CONSTRUCTION C,5186.0,54.0,25.0
40.755172,-73.820838,QUEENS,EQ,NB,2017-06-29,2017-07-12,ISSUED,402473603,CHERRY GARDEN LLC,WING JAY CONSTRUCTION INC,5186.0,54.0,13.0
40.664864,-73.896964,BROOKLYN,EW,A2,2021-11-04,2021-12-11,ISSUED,340826921,ALABAMA AVENUE APARTMENTS LLC,SUNKEEPER SOLAR LLC,3803.0,6.0,37.0
40.810853,-73.94694,MANHATTAN,PL,A2,2022-07-26,2022-12-06,ISSUED,140858025,LLOYD'S FUNDING CORP,HAY MECHANICAL SOLUTIONS,1912.0,63.0,133.0
40.612378,-73.909618,BROOKLYN,AL,A1,2022-08-04,2022-12-06,ISSUED,301766211,,SAPOL CONSTRUCTION LLC,8637.0,21.0,124.0
40.643547,-73.948803,BROOKLYN,AL,A1,2022-10-28,2022-12-06,ISSUED,320357993,1740-1746 NOSTRAND AVE CORP,OD STEWART CONTRACTING,5173.0,35.0,39.0
40.761737,-73.963119,MANHATTAN,EW,A2,2022-11-29,2022-12-06,ISSUED,123295790,ASF 61 LLC,HONEST & QUALITY CORP,1436.0,5.0,7.0
40.681203,-73.749609,QUEENS,AL,A1,2022-11-29,2022-12-06,ISSUED,440656452,,PRO RENO INC,12928.0,86.0,7.0
40.621231,-74.139092,STATEN ISLAND,PL,A2,2022-12-01,2022-12-06,ISSUED,520353821,,CAPITAL CONTR P&H CORP,414.0,20.0,5.0
40.691898,-73.918519,BROOKLYN,EW,A2,2022-12-01,2022-12-06,ISSUED,340872112,,SUNCO CAPITAL LLC,3350.0,6.0,5.0
40.61662,-73.945985,BROOKLYN,AL,A1,2022-12-05,2022-12-06,ISSUED,321634861,,STELLAR INDUSTRIES INC,7682.0,56.0,1.0
40.720323,-73.940125,BROOKLYN,AL,A1,2022-12-02,2022-12-14,ISSUED,321817414,"GAMOTO ENTERPRISES, LLC",CAVALRY LLC,2840.0,21.0,12.0
40.591012,-73.95491,BROOKLYN,EW,A2,2022-12-05,2022-12-08,ISSUED,340750333,,JON ADAMO,7417.0,54.0,3.0
40.775418,-73.914351,QUEENS,AL,A1,2022-12-05,2022-12-09,ISSUED,421586064,28-19 23RD AVE PROPERTIES LLC,CARLIN CONTRACTING OF NY,845.0,63.0,4.0
40.851255,-73.907317,BRONX,AL,A1,2022-10-28,2023-01-03,ISSUED,220640885,REAL TRUE PARTNERS LLC,J&J DESIGNS INC,2829.0,21.0,67.0
40.718096,-74.001331,MANHATTAN,NB,NB,2021-10-26,2021-12-06,ISSUED,122058030,88 CITY DEVELOPMENT LLC,MSL CONSTRUCTION LLC,196.0,24.0,41.0
40.82073,-73.95831,MANHATTAN,AL,A1,2022-12-07,2023-02-07,ISSUED,100215866,2351 TWELFTH AVE ASSOC.,"SM MMS MANAGEMENT CO, LLC",2001.0,1.0,62.0
40.718096,-74.001331,MANHATTAN,AL,A1,1995-06-26,1995-06-30,ISSUED,101038495,218 HOLDING CORP,VARDO CONST CORP,196.0,24.0,4.0
40.825971,-73.89193,BRONX,NB,NB,2022-12-07,2022-12-14,ISSUED,220576400,URBAN HEALTH PLAN,GILBANE BUILDING COMPANY,2727.0,41.0,7.0
40.729892,-73.859787,QUEENS,PL,NB,2022-11-28,2022-12-07,ISSUED,421060130,CZK REALTY LLC,PLUMBING NYC INC,2091.0,20.0,9.0
40.729826,-73.864319,QUEENS,PL,A2,2022-12-05,2022-12-07,ISSUED,410001386,,FERNANDEZ HTG & MECH CORP,3081.0,108.0,2.0
40.71409,-73.79076,QUEENS,DM,DM,2022-12-05,2022-12-07,ISSUED,421806371,"ONE SEVENTY TWO, LLC",OP BUILDINGS CORP,9882.0,37.0,2.0
40.71409,-73.79076,QUEENS,DM,DM,2022-12-05,2022-12-07,ISSUED,421806353,"ONE SEVENTY TWO, LLC",OP BUILDINGS CORP,9882.0,37.0,2.0
40.690187,-73.799276,QUEENS,EQ,DM,2022-12-06,2022-12-07,ISSUED,421803711,CYPREXX SERVICES,RIG KINGLAND SERVICES INC,11947.0,295.0,1.0
40.69802,-73.955851,BROOKLYN,NB,NB,2022-12-06,2022-12-07,ISSUED,321516640,,SUNSHINE CONSTR USA INC,1716.0,10.0,1.0
40.726829,-73.991651,MANHATTAN,NB,NB,2022-12-06,2022-12-08,ISSUED,121209227,ACEF-CBSKI 360 BOWERY LLC,CM AND ASSOCIATES CONST,531.0,37.0,2.0
40.590561,-73.981158,BROOKLYN,NB,NB,2022-11-30,2022-12-09,ISSUED,321668959,53RD STREET GROUP LLC,EMPRISE CONSTRUCTION INC,7162.0,27.0,9.0
40.718096,-74.001331,MANHATTAN,EQ,A1,1995-06-29,1995-06-30,ISSUED,101038495,218 HOLDING CORP,VARDO CONST CORP,196.0,24.0,1.0
40.725738,-73.977216,MANHATTAN,EQ,A3,2001-11-07,2001-12-18,ISSUED,102481654,410 E 10TH ST EQUITIES LTD,SPRING SCAFFOLDING INC,379.0,9.0,41.0
40.644387,-73.995521,BROOKLYN,DM,DM,2022-12-08,2022-12-21,ISSUED,322088398,PROSPERITY EQUITY LLC,MBJ CLEAN OUT INC,5586.0,54.0,13.0
40.719225,-73.946909,BROOKLYN,AL,A1,2022-12-08,2022-12-28,ISSUED,321596732,,TOMCHRIS CONTRACTING CORP,2723.0,28.0,20.0
40.720323,-73.940125,BROOKLYN,FO,A1,2022-12-08,2022-12-14,ISSUED,321817414,"GAMOTO ENTERPRISES, LLC",CAVALRY LLC,2840.0,21.0,6.0
40.718216,-74.0029,MANHATTAN,EQ,A3,2022-12-08,2022-12-21,ISSUED,140871493,SPRING SCAFFOLDING LLC,SPRING SCAFFOLDING LLC,193.0,47.0,13.0
40.729499,-73.784473,QUEENS,DM,DM,2022-12-08,2022-12-12,ISSUED,421803203,,IMG MANAGEMENT INC,7202.0,59.0,4.0
40.781609,-73.975728,MANHATTAN,NB,NB,2022-12-08,2022-12-21,ISSUED,121204017,AMERICAN MUSEUM OF NATURAL HISTO,TISHMAN CONSTRUCTION CORP,1130.0,1.0,13.0
40.602462,-73.821637,QUEENS,PL,A2,2022-11-28,2022-12-08,ISSUED,421646687,OWNER,JOSEPH O'GRADY P & H INC,15320.0,3.0,10.0
40.735097,-73.998503,MANHATTAN,EW,A2,2022-12-06,2022-12-08,ISSUED,103829458,DUELL LLC,MPD SOLUTIONS LLC,606.0,65.0,2.0
40.643153,-73.950407,BROOKLYN,NB,NB,2022-12-08,2022-12-14,ISSUED,322031840,2819 CN LLC,AG BUILDERS PRO LLC,5172.0,34.0,6.0
40.671711,-73.818539,QUEENS,AL,A1,2022-12-06,2022-12-08,ISSUED,421647052,,EXQUISITE CONSTRUCTION CO,11742.0,16.0,2.0
40.844212,-73.863503,BRONX,DM,DM,2022-12-07,2022-12-08,ISSUED,220735337,HOUSING PRESERVATION & DEVELOPME,"GRANITE ENVIRONMENT, LLC",4035.0,27.0,1.0
40.67715,-73.903953,BROOKLYN,EQ,A3,2014-09-22,2014-09-23,ISSUED,340188558,CISCO GENERAL CONSTRUCTION INC,CISCO GENERAL CONSTRUCTIO,1554.0,16.0,1.0
40.67715,-73.903953,BROOKLYN,EQ,A3,2014-09-29,2014-09-30,ISSUED,340191349,NYC HPD,LAKHI GENERAL CONTRACTOR,1554.0,16.0,1.0
40.670362,-73.805608,QUEENS,NB,NB,2015-11-30,2015-12-07,ISSUED,421194674,,HONEY CONSTRUCTION NY INC,11778.0,13.0,7.0
40.67715,-73.903953,BROOKLYN,EW,A2,2017-03-08,2017-04-06,ISSUED,321528977,TLG FULTON LLC,T&S HOME IMPROVEMENT INC,1554.0,16.0,29.0
40.67715,-73.903953,BROOKLYN,PL,A2,2017-03-08,2017-04-06,ISSUED,321528977,TLG FULTON LLC,ENYQ CORP,1554.0,16.0,29.0
40.670362,-73.805608,QUEENS,NB,NB,2017-05-05,2017-06-15,ISSUED,421194674,,SONY BUILDERS GROUP CORP,11778.0,13.0,41.0
40.812587,-73.907327,BRONX,EQ,NB,2018-04-03,2018-04-17,ISSUED,220539022,S.S. PISA CORP.,C & J CONST AND PAINTING,2581.0,18.0,14.0
40.750466,-73.749187,QUEENS,FO,NB,2020-09-10,2020-10-13,ISSUED,421941313,6119 229 STREET LLC,TRISTAR DEVELOPING INC,7652.0,52.0,33.0
40.750466,-73.749187,QUEENS,FO,NB,2020-09-29,2020-10-13,ISSUED,421941313,6119 229 STREET LLC,TRISTAR DEVELOPING INC,7652.0,52.0,14.0
40.750466,-73.749187,QUEENS,NB,NB,2020-09-29,2020-10-13,ISSUED,421941313,6119 229 STREET LLC,TRISTAR DEVELOPING INC,7652.0,52.0,14.0
40.678904,-73.761894,QUEENS,FO,NB,2022-02-28,2022-08-26,ISSUED,421935641,FARMERS REALTY GROUP LLC,STELLAR INDUSTRIES INC,12983.0,26.0,179.0
40.688714,-73.935488,BROOKLYN,EW,A2,2022-04-18,2022-08-26,ISSUED,340739008,585 PROPERTIES LLC,TRINCHESE CONSTRUCTION IN,1625.0,1.0,130.0
40.669587,-73.76975,QUEENS,AL,A1,2022-05-27,2022-08-25,ISSUED,421657898,,STELLAR INDUSTRIES INC,12594.0,119.0,90.0
40.698897,-73.787486,QUEENS,NB,NB,2022-06-09,2022-08-29,ISSUED,440653286,,S.GOOLCHARAN CONSTRUCTION,10244.0,221.0,81.0
40.815009,-73.949014,MANHATTAN,EW,A2,2022-06-13,2022-08-29,ISSUED,141006649,448-50 SAINT NICHOLAS AVE HDFC,BEST ENERGY POWER 2015 LL,1958.0,43.0,77.0
40.64655,-73.948148,BROOKLYN,EW,A2,2022-06-15,2022-08-25,ISSUED,340854043,,KAMTECH RESTORATION CORP,4915.0,10.0,71.0
40.717049,-73.748403,QUEENS,NB,NB,2022-06-15,2022-08-26,ISSUED,420999076,VENESHIA JAGNANAN,STELLAR INDUSTRIES INC,10546.0,26.0,72.0
40.63084,-73.979083,BROOKLYN,PL,A2,2022-06-24,2022-08-26,ISSUED,321836590,,AL PLUMBING & CONT. INC,5404.0,51.0,63.0
40.682294,-73.979734,BROOKLYN,DM,DM,2022-07-06,2022-08-26,ISSUED,322041232,,ALL STAR 1 LLC,932.0,8.0,51.0
40.808999,-73.965686,MANHATTAN,EW,A2,2022-07-08,2022-08-26,ISSUED,140862804,,ANTHONY FOWLER,1990.0,1.0,49.0
40.697354,-73.964813,BROOKLYN,AL,A1,2022-07-19,2022-08-26,ISSUED,321593067,8-10 GRAND AVENUE MP OWNER LLC,"EMPIRE ECS, LLC",1877.0,27.0,38.0
40.815033,-73.911392,BRONX,NB,NB,2022-07-21,2022-08-25,ISSUED,210182336,598 EAGLE LLC,SPENCER GROUP NY INC,2623.0,21.0,35.0
40.884105,-73.906056,BRONX,EW,A2,2022-07-21,2022-08-25,ISSUED,220196017,NATHAN HALE GARDENS LLC,NY LIMITS CONTRACTING COR,5759.0,573.0,35.0
40.705751,-73.812885,QUEENS,NB,NB,2022-07-21,2022-08-26,ISSUED,402317818,,R.N.K. ROMEO CONST INC,9701.0,45.0,36.0
40.743982,-73.906982,QUEENS,FO,A1,2022-07-27,2022-08-26,ISSUED,420200473,GREATER NEW YORK CORP,GREATER NY CONFERENCE OF,1328.0,72.0,30.0
40.743982,-73.906982,QUEENS,FO,A1,2022-07-27,2022-08-26,ISSUED,420200473,GREATER NEW YORK CORP,GREATER NY CONFERENCE OF,1328.0,72.0,30.0
40.743982,-73.906982,QUEENS,AL,A1,2022-07-27,2022-08-26,ISSUED,420200473,GREATER NEW YORK CORP,GREATER NY CONFERENCE OF,1328.0,72.0,30.0
40.76639,-73.909659,QUEENS,EW,A2,2022-08-01,2022-08-26,ISSUED,440617637,,IKAHN CONSTRUCTION INC,701.0,77.0,25.0
40.827911,-73.904195,BRONX,EW,A2,2022-08-02,2022-08-25,ISSUED,240288425,1133 BOSTON POST ROAD,A TAHER CONTRACTING CO IN,2613.0,26.0,23.0
40.66979,-73.948992,BROOKLYN,EW,A2,2022-08-04,2022-08-29,ISSUED,340861026,N-A,CENTURION SOLAR ENERGY,1262.0,54.0,25.0
40.732053,-73.755191,QUEENS,EW,A2,2022-08-09,2022-08-26,ISSUED,402432382,,THOMAS MCGOUGH,7807.0,23.0,17.0
40.576793,-73.947141,BROOKLYN,PL,A1,2022-08-09,2022-08-25,ISSUED,321935992,ROCKLYN ASSET CORP,EMPIRE PLUMBING INC,8743.0,67.0,16.0
40.726196,-73.977281,MANHATTAN,EW,A2,2022-08-10,2022-08-25,ISSUED,140922919,VILLAGE EAST TOWERS,CASTCAPA CONSTRUCTION LLC,382.0,100.0,15.0
40.769416,-73.953793,MANHATTAN,EW,A2,2022-08-12,2022-08-29,ISSUED,123126759,4000 E 102 ST CORP,UNIVERSAL FIRE SPR LLC,1469.0,36.0,17.0
40.763115,-73.990044,MANHATTAN,NB,NB,2022-08-15,2022-08-26,ISSUED,123919359,SPARKSANGEL USA INC,JC CONSULTING & MANAGEME*,1058.0,38.0,11.0
40.723214,-74.006205,MANHATTAN,EW,A2,2022-08-17,2022-08-26,ISSUED,140984004,80 VARICK STREET GROUP LP,KNS BUILDING REST. INC,477.0,1.0,9.0
40.690925,-73.916605,BROOKLYN,NB,NB,2022-08-18,2022-08-26,ISSUED,321184160,495 EVERGREEN AVENUE,OWNERS GC NY LLC,3368.0,6.0,8.0
40.900343,-73.841123,BRONX,EW,A2,2022-08-19,2022-08-29,ISSUED,240334713,,SUNRUN INSTALLATION SVC,5099.0,1.0,10.0
40.676947,-73.951041,BROOKLYN,PL,A1,2022-08-11,2022-10-21,ISSUED,320984814,DEAN 1167 LLC,PLBG INC,1206.0,59.0,71.0
40.747813,-73.896605,QUEENS,PL,A2,2022-08-22,2022-08-26,ISSUED,420636191,,DYNAMIC PLBG & SPRKLR COR,1282.0,76.0,4.0
40.714856,-73.82705,QUEENS,EW,A2,2022-08-22,2022-08-25,ISSUED,440735563,NYC DEPT OF DESIGN & CONSTR.,HUNTER ROBERTS CONSTRUCTI,9657.0,1.0,3.0
40.77535,-73.960735,MANHATTAN,AL,A1,2022-08-23,2022-08-29,ISSUED,122620235,890 PARK LLC,INTEGRITY CONTRACTING INC,1393.0,37.0,6.0
40.687745,-73.819162,QUEENS,EQ,DM,2022-08-24,2022-08-29,ISSUED,421806754,HOUSING PRESERVATION & DEVELOPME,STATE CONTRACTING CORP NY,9578.0,16.0,5.0
40.687745,-73.819162,QUEENS,DM,DM,2022-08-24,2022-08-29,ISSUED,421806754,HOUSING PRESERVATION & DEVELOPME,STATE CONTRACTING CORP NY,9578.0,16.0,5.0
40.820114,-73.89229,BRONX,AL,A1,2022-08-23,2022-09-09,ISSUED,220721146,922 SOUTHERN LLC,SOL DEVELOPERS LLC,2735.0,11.0,17.0
40.67848,-74.011595,BROOKLYN,AL,A1,2022-08-23,2022-09-14,ISSUED,321357232,RED HOOK ANCHOR REALTY LLC,J. COFFEY CONTRACTING INC,545.0,26.0,22.0
40.891034,-73.914947,BRONX,EQ,NB,2022-08-25,2022-08-26,ISSUED,220348835,AYY 26 LLC,METROPOLITAN FURN AND CON,5920.0,389.0,1.0
40.618851,-74.021875,BROOKLYN,FO,NB,2022-08-25,2022-08-29,ISSUED,322053148,NYC SCHOOL CONSTRUCTION AUTHORIT,"E.W. HOWELL CO, LLC",6056.0,15.0,4.0
40.645325,-74.015196,BROOKLYN,PL,NB,2022-08-25,2022-08-26,ISSUED,321828572,G & I 328 LLC,PLUMBING NYC INC,806.0,54.0,1.0
40.738254,-73.891726,QUEENS,AL,A1,2022-08-25,2022-09-08,ISSUED,421939102,"7232 48TH AVENUE, LLC",ZARCO CONTRACTING INC,2448.0,51.0,14.0
